Age,Attendance_Percentage,Sleep_Hours,Stress_Level,Academic_Score,Family_Support_Score,Monthly_Expense,Screen_Time_Hours,Experimentation,Academic_Performance_Decline,Social_Isolation,Financial_Issues,Physical_Mental_Health_Problems,Legal_Consequences,Relationship_Strain,Risk_Taking_Behavior,Withdrawal_Symptoms,Denial_and_Resistance_to_Treatment,Addiction_Class
20,71.1,8.8,8,72.8,3.0,13679,8.6,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
20,70.9,6.8,7,71.8,4.0,14492,3.3,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes
19,67.0,5.3,6,66.8,5.0,14786,2.9,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
23,67.9,5.6,7,61.6,4.0,9979,4.3,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,Yes
22,83.6,3.8,10,79.8,7.0,16867,9.0,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
18,72.3,6.4,1,70.7,9.0,18708,4.0,No,Yes,Yes,No,No,No,Yes,No,No,No,No
21,67.9,6.6,2,74.2,9.0,4383,7.7,No,Yes,No,No,No,Yes,No,Yes,Yes,Yes,Yes
21,77.0,6.9,3,67.0,2.0,3526,8.5,No,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
27,68.9,8.0,2,,2.0,7620,6.9,No,No,No,,No,No,Yes,No,No,Yes,No
28,71.7,6.1,5,69.5,9.0,17256,3.6,No,Yes,Yes,No,No,Yes,No,No,No,No,No
19,57.2,6.9,8,71.5,7.0,21630,5.8,No,Yes,No,No,No,No,No,Yes,No,No,Yes
19,77.2,4.7,2,76.2,2.0,6287,8.9,No,No,No,Yes,No,No,Yes,Yes,No,Yes,No
22,75.6,3.9,9,42.3,2.0,8918,3.4,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
27,79.9,5.7,1,62.5,8.0,20771,5.1,Yes,Yes,No,No,No,Yes,Yes,Yes,No,No,No
23,79.4,7.5,7,79.2,5.0,19080,7.0,Yes,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes
23,79.1,5.6,10,56.1,4.0,12375,6.1,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes
21,78.0,6.7,8,92.3,1.0,15001,6.6,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes
21,78.7,6.4,8,67.8,4.0,6322,3.7,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
20,,8.4,8,61.5,1.0,16614,3.7,No,Yes,Yes,No,No,Yes,No,No,No,No,No
27,57.9,8.7,6,,10.0,6914,6.1,Yes,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes
18,74.3,7.0,8,66.8,1.0,17504,7.4,Yes,No,Yes,No,No,Yes,No,No,No,Yes,No
22,71.0,6.6,6,44.6,7.0,2525,3.7,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
26,63.4,5.3,8,57.5,8.0,10451,7.2,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes
22,87.9,7.6,5,71.0,,16746,6.1,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No
20,93.8,7.1,4,75.8,9.0,2584,9.5,No,No,Yes,No,No,No,No,No,No,Yes,No
18,61.9,6.4,5,66.0,10.0,3714,4.5,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No
20,98.9,4.7,8,66.4,2.0,5244,3.8,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes
20,67.0,6.1,1,76.5,5.0,3493,8.6,Yes,No,No,No,No,Yes,Yes,No,No,No,No
18,53.0,7.8,3,52.1,4.0,18220,8.2,No,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
20,64.0,6.5,7,84.6,5.0,13320,6.4,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes
19,,5.9,4,51.7,5.0,4224,6.2,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,Yes
17,72.7,4.7,2,60.5,8.0,7934,9.4,No,No,No,,No,Yes,Yes,No,No,No,No
22,82.1,5.8,9,77.6,4.0,3452,4.6,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes
24,80.2,6.5,9,70.5,2.0,12913,6.1,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes
27,78.5,4.3,3,76.1,6.0,15320,6.1,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes
21,58.2,6.7,1,53.8,7.0,5704,3.3,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No
25,82.7,6.7,7,67.8,6.0,14013,5.6,No,Yes,Yes,Yes,No,No,No,Yes,Yes,No,Yes
21,64.2,6.0,2,57.3,8.0,21197,8.1,No,No,Yes,No,Yes,Yes,Yes,No,No,No,No
19,62.8,5.1,5,42.1,10.0,9232,8.8,No,No,Yes,No,Yes,Yes,No,No,No,No,No
17,63.3,5.9,4,62.8,9.0,14504,4.1,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
25,47.6,7.0,7,64.2,10.0,18963,4.7,No,No,Yes,Yes,No,No,No,No,No,Yes,No
28,74.0,5.9,4,69.6,5.0,3441,8.1,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
21,88.7,7.6,5,77.5,3.0,5529,6.3,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No
21,69.4,6.5,10,65.7,4.0,19172,3.2,Yes,No,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes
27,51.7,10.0,7,63.2,5.0,3290,7.5,No,Yes,Yes,No,Yes,No,No,No,Yes,No,Yes
20,75.1,4.8,4,84.4,10.0,13798,8.4,Yes,No,No,No,No,Yes,No,No,Yes,Yes,Yes
23,67.3,6.7,9,,4.0,4230,3.9,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes
26,86.3,6.4,6,67.1,7.0,12674,7.1,No,No,No,Yes,Yes,Yes,Yes,No,No,Yes,No
28,81.9,5.3,1,96.0,4.0,8439,4.3,No,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes
28,72.1,5.8,8,39.4,3.0,17806,7.2,Yes,No,,No,No,No,Yes,No,No,No,No
22,80.7,6.1,1,71.6,3.0,11717,2.3,Yes,No,Yes,No,No,No,No,No,Yes,Yes,No
24,63.5,5.7,8,82.9,7.0,21798,6.0,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
21,65.3,6.5,3,77.6,10.0,6924,3.9,Yes,Yes,,Yes,No,Yes,No,Yes,No,No,No
21,60.4,5.9,2,85.5,6.0,10306,7.8,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No
18,70.2,6.2,8,70.5,4.0,4383,3.2,Yes,Yes,No,No,No,No,No,Yes,No,Yes,Yes
25,71.9,6.2,7,55.2,7.0,5321,6.7,No,No,No,Yes,No,No,No,No,Yes,No,No
24,79.2,6.9,9,66.9,10.0,4969,6.3,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No
21,75.0,8.4,8,54.8,9.0,12660,8.6,No,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
17,76.5,5.3,7,65.1,4.0,15499,6.9,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes
18,71.9,6.9,9,52.4,7.0,20994,7.0,Yes,No,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes
27,45.7,8.1,7,49.7,5.0,11874,11.6,No,Yes,No,No,No,No,Yes,No,No,No,Yes
27,43.0,3.9,7,71.7,1.0,2258,5.6,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes
20,88.5,6.8,9,85.0,10.0,13486,2.1,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
17,75.7,7.5,8,61.5,8.0,16094,4.8,No,Yes,Yes,No,Yes,Yes,No,No,Yes,No,No
17,78.6,8.1,8,71.4,2.0,17404,1.3,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
25,59.0,7.2,6,51.7,8.0,13297,2.4,No,No,Yes,Yes,No,Yes,No,Yes,No,No,No
27,93.4,7.3,3,85.4,4.0,20582,7.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes
26,70.0,7.0,9,62.5,2.0,8905,9.3,No,No,No,Yes,No,No,Yes,No,Yes,Yes,Yes
28,78.5,7.9,6,78.6,7.0,6844,4.6,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
21,39.2,7.3,1,67.8,3.0,17407,3.3,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No
23,57.2,5.3,8,59.8,4.0,4246,4.7,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
26,88.8,6.0,3,54.0,2.0,13104,8.2,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,No,Yes
21,68.5,8.0,4,61.9,4.0,5848,6.7,Yes,No,No,Yes,No,No,Yes,No,Yes,No,Yes
20,62.7,6.9,3,60.8,8.0,20408,3.7,Yes,No,No,No,Yes,No,Yes,Yes,No,Yes,No
23,63.7,3.8,4,41.3,10.0,4874,4.9,Yes,Yes,No,No,No,No,No,Yes,Yes,No,Yes
23,98.8,5.5,5,74.5,3.0,2001,6.5,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
19,69.1,6.8,7,67.0,9.0,19443,3.1,Yes,No,No,No,No,Yes,No,No,No,No,No
22,63.4,4.5,2,60.9,6.0,6494,7.7,Yes,No,,No,Yes,No,No,No,Yes,No,Yes
18,91.1,4.8,9,60.0,8.0,21643,3.2,No,Yes,,Yes,No,Yes,No,Yes,No,Yes,Yes
19,66.2,5.8,6,56.8,5.0,8679,5.5,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes
22,60.8,6.6,5,76.3,10.0,20839,5.4,Yes,Yes,No,,No,No,Yes,No,Yes,No,No
17,100.0,6.9,5,63.2,3.0,11420,4.5,No,Yes,Yes,No,Yes,No,No,No,No,Yes,Yes
25,77.5,5.9,9,73.7,5.0,21808,4.7,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No
27,69.4,6.3,6,41.9,10.0,4610,6.7,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No
27,63.9,6.3,6,60.7,3.0,15398,6.4,Yes,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
23,73.8,8.0,9,59.7,10.0,10837,11.4,No,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,No
24,69.1,6.3,2,56.9,10.0,17415,5.1,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
18,75.4,7.7,7,68.3,3.0,14535,3.6,Yes,Yes,No,,No,Yes,No,Yes,Yes,Yes,Yes
22,71.7,7.0,8,83.6,9.0,4816,6.1,Yes,No,Yes,No,No,Yes,No,Yes,No,No,Yes
18,61.2,7.3,4,66.2,6.0,12516,6.2,No,No,No,No,No,No,No,No,No,Yes,No
17,94.4,6.6,10,85.5,4.0,13474,3.8,No,Yes,Yes,No,No,No,Yes,No,Yes,Yes,No
22,92.4,5.9,5,64.1,3.0,9860,5.1,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes
17,61.6,6.6,3,69.7,8.0,10093,5.7,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No
24,58.4,6.8,5,84.7,7.0,12361,4.0,No,No,Yes,No,No,No,Yes,Yes,No,Yes,No
23,77.2,7.1,1,51.8,8.0,5261,5.3,Yes,Yes,No,No,Yes,No,No,No,No,No,No
20,82.7,6.3,4,34.2,7.0,8532,5.2,No,Yes,No,No,No,No,No,No,Yes,No,No
25,,8.8,1,68.4,9.0,18014,5.3,No,No,,Yes,No,No,Yes,No,Yes,No,No
17,64.4,6.8,4,72.3,6.0,3315,1.9,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
20,68.3,4.8,2,65.0,2.0,9688,4.5,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes
28,82.4,6.0,5,76.6,6.0,18110,5.0,Yes,No,No,No,Yes,No,No,No,No,No,No
26,71.8,,2,60.7,1.0,19606,7.4,Yes,No,No,Yes,No,Yes,No,Yes,No,No,Yes
19,65.1,6.0,8,71.3,8.0,19650,7.6,No,No,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes
26,72.7,7.7,2,69.1,2.0,11284,4.6,No,Yes,No,No,Yes,No,Yes,No,Yes,No,No
19,87.0,9.6,3,68.7,1.0,12371,6.8,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No
22,87.1,4.9,7,85.1,9.0,9258,6.2,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
28,69.4,8.0,2,53.6,5.0,11931,4.8,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes
18,71.3,7.3,8,66.2,8.0,7974,5.6,No,No,Yes,No,Yes,No,Yes,No,No,Yes,No
22,50.1,7.8,6,90.1,1.0,13029,8.2,No,No,Yes,No,No,Yes,Yes,No,No,No,No
27,90.7,5.9,3,62.4,1.0,8009,6.5,No,No,No,No,No,Yes,Yes,No,No,No,No
22,71.1,6.7,10,69.9,2.0,21694,6.2,Yes,No,No,No,Yes,No,Yes,No,No,Yes,Yes
26,49.7,,4,48.2,10.0,7334,5.1,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
26,70.8,5.4,1,42.5,9.0,17355,2.5,Yes,No,No,No,Yes,No,No,Yes,No,Yes,Yes
25,83.8,5.5,7,88.5,7.0,4048,2.3,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No
25,70.7,7.0,3,66.7,6.0,9985,5.5,Yes,No,No,No,No,Yes,No,Yes,No,No,No
23,77.3,7.4,10,56.1,10.0,16216,2.5,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,No
24,80.9,7.5,5,89.6,9.0,10063,5.7,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
21,62.1,8.0,2,47.0,9.0,15106,9.6,Yes,No,No,No,Yes,No,Yes,No,No,Yes,No
25,68.5,6.6,6,67.0,10.0,10934,2.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
24,81.0,6.5,10,64.7,4.0,10344,7.2,Yes,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes
21,77.9,7.9,8,92.1,5.0,5351,7.7,Yes,No,No,No,Yes,No,No,Yes,Yes,No,Yes
17,69.0,4.4,10,48.7,9.0,5842,3.7,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No
28,86.4,6.5,1,81.0,8.0,4705,5.1,No,Yes,No,No,No,Yes,Yes,Yes,No,Yes,No
25,45.0,6.2,10,80.3,1.0,4908,10.8,No,Yes,No,No,No,No,Yes,No,No,Yes,Yes
23,68.3,4.2,10,58.9,7.0,3344,6.4,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes,Yes
18,54.9,6.5,2,63.5,6.0,18897,8.5,Yes,Yes,No,,Yes,No,Yes,Yes,No,Yes,Yes
27,85.4,4.6,10,65.4,4.0,12273,8.5,No,No,No,Yes,No,No,Yes,Yes,No,Yes,Yes
27,95.1,6.7,8,65.5,6.0,14537,9.2,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No
27,,8.4,4,57.5,3.0,19012,7.4,Yes,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes
17,67.6,7.0,2,53.1,6.0,4133,4.4,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No
22,70.0,4.1,5,94.9,6.0,7256,5.5,Yes,No,No,No,Yes,Yes,No,Yes,No,Yes,No
22,100.0,6.4,2,84.6,3.0,3961,5.3,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No
21,66.5,6.3,1,61.1,,16565,6.7,No,Yes,No,Yes,No,No,Yes,No,No,Yes,No
20,64.3,,4,81.9,2.0,17124,7.5,No,Yes,No,No,Yes,Yes,No,Yes,No,Yes,No
26,68.5,5.9,4,59.6,9.0,15356,6.3,No,Yes,Yes,No,No,No,No,Yes,Yes,No,Yes
26,71.2,6.5,2,67.5,3.0,5257,7.4,Yes,No,No,No,No,No,No,No,Yes,No,No
26,76.1,5.6,7,71.1,2.0,14614,8.2,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
27,82.6,4.5,1,75.5,8.0,13439,6.8,No,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No
27,86.6,7.9,1,71.5,8.0,16529,5.6,No,No,Yes,Yes,No,No,No,Yes,Yes,No,No
28,88.1,7.1,3,87.4,3.0,16536,5.9,Yes,No,No,No,No,No,Yes,No,No,Yes,No
18,83.8,5.6,7,43.4,4.0,20654,4.3,No,Yes,No,No,No,No,Yes,Yes,Yes,Yes,Yes
20,75.8,6.0,8,51.7,9.0,4240,6.6,Yes,No,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes
25,100.0,5.4,1,56.7,2.0,13888,7.2,No,No,No,No,Yes,Yes,No,No,No,No,No
23,82.7,4.7,5,59.3,10.0,15640,6.9,No,Yes,No,No,Yes,No,No,No,No,Yes,No
24,53.5,7.1,5,58.2,8.0,16115,6.4,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
25,64.1,7.0,4,84.9,4.0,2331,6.5,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes
22,62.3,5.7,10,65.5,8.0,19309,6.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
17,53.6,4.2,8,44.3,,7678,5.1,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,No
28,64.9,6.4,7,65.7,8.0,21599,2.9,No,Yes,Yes,No,Yes,No,No,No,Yes,No,No
20,55.5,6.1,4,90.0,9.0,9793,3.5,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes
26,73.7,6.7,5,74.0,9.0,13235,7.2,Yes,Yes,Yes,No,No,Yes,No,No,Yes,No,Yes
17,62.9,7.8,4,,6.0,7465,9.4,Yes,No,No,No,No,No,No,No,No,Yes,Yes
17,71.2,6.1,7,48.1,10.0,10737,9.4,Yes,No,No,No,No,Yes,No,No,No,No,No
21,51.3,7.7,5,53.4,5.0,4347,1.9,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes,Yes
20,83.3,6.9,7,67.2,10.0,13348,3.1,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,No
18,78.0,6.6,2,61.8,4.0,2653,2.5,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No
25,,3.5,5,69.2,,12205,7.3,Yes,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes
17,63.3,4.5,9,55.1,8.0,2940,8.4,Yes,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes
20,85.2,8.0,6,77.8,3.0,20902,5.7,No,No,Yes,No,No,Yes,Yes,Yes,Yes,No,Yes
19,78.9,5.6,7,62.9,8.0,8178,6.2,Yes,No,No,,Yes,Yes,Yes,No,No,Yes,No
23,97.5,6.0,3,60.4,10.0,18228,4.4,Yes,No,No,No,Yes,No,No,No,No,No,No
23,88.2,6.4,8,70.4,5.0,7880,6.9,No,No,No,Yes,No,No,Yes,No,No,Yes,Yes
25,75.5,6.0,9,49.8,8.0,18884,4.8,No,No,No,Yes,No,Yes,No,No,Yes,No,No
28,62.6,8.0,10,70.7,3.0,21758,9.6,Yes,No,No,No,Yes,Yes,Yes,No,No,No,Yes
22,75.5,6.4,1,36.7,3.0,9481,6.3,No,Yes,No,No,Yes,No,Yes,No,No,Yes,No
26,81.0,3.9,9,72.9,3.0,12284,3.0,Yes,Yes,No,No,No,No,No,Yes,No,No,Yes
21,,5.8,6,,8.0,15263,5.8,No,No,Yes,No,No,No,Yes,No,No,No,No
26,64.7,7.0,1,66.0,6.0,16921,6.4,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No
23,73.4,6.7,3,76.2,6.0,8572,6.9,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes
23,56.3,8.2,5,57.9,8.0,12890,3.3,No,No,No,No,No,No,No,Yes,Yes,No,No
19,69.3,6.4,6,69.7,3.0,5455,5.2,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No
22,66.1,8.0,4,65.2,9.0,9954,6.7,Yes,No,No,No,No,No,No,No,Yes,No,Yes
24,71.3,5.0,10,62.4,6.0,5777,3.7,No,No,No,No,No,Yes,No,No,Yes,Yes,No
22,62.0,6.1,2,52.5,10.0,14969,5.0,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No
17,84.5,7.5,9,77.1,6.0,20507,5.2,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No
22,69.8,5.3,10,71.8,6.0,13061,4.7,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
23,49.1,6.2,9,63.4,10.0,7592,7.4,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes
28,66.8,7.1,7,75.9,10.0,19516,6.3,Yes,No,Yes,,Yes,No,Yes,Yes,Yes,Yes,Yes
20,79.7,7.7,1,72.2,7.0,4540,2.7,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No
23,73.0,6.8,3,62.7,10.0,7422,7.2,No,No,No,Yes,No,No,Yes,Yes,No,No,No
19,68.8,5.1,1,57.1,8.0,8872,5.3,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
24,36.3,6.5,3,51.5,2.0,17114,3.8,No,Yes,,No,No,No,Yes,No,No,Yes,No
27,78.6,5.6,2,48.2,3.0,6766,5.5,No,No,No,Yes,Yes,No,Yes,No,No,Yes,No
17,56.2,6.7,10,53.5,10.0,14818,8.8,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes
19,77.9,7.6,4,75.6,7.0,19481,3.7,Yes,Yes,No,No,Yes,Yes,No,No,No,Yes,No
19,81.8,5.5,1,71.4,9.0,5731,6.3,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No
18,55.0,7.1,8,79.7,10.0,17564,5.3,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes
26,50.0,7.4,2,85.8,9.0,21045,9.0,No,Yes,No,No,No,Yes,No,No,No,No,No
17,65.7,,7,54.8,3.0,5493,5.5,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes
24,72.8,4.2,7,67.2,6.0,16368,8.7,No,No,No,No,No,No,No,Yes,No,Yes,Yes
25,100.0,7.7,1,59.8,6.0,11122,7.2,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes
21,62.2,6.6,6,45.1,3.0,3817,9.1,Yes,No,No,Yes,Yes,No,Yes,Yes,No,No,No
22,76.2,5.7,6,64.0,4.0,6188,2.3,Yes,Yes,No,Yes,Yes,No,No,No,No,No,Yes
23,53.7,6.6,7,66.4,8.0,8609,5.9,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
25,64.0,5.1,9,71.7,6.0,10684,5.2,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No
22,72.8,6.9,10,83.7,7.0,12361,4.6,No,No,No,Yes,Yes,No,No,Yes,Yes,No,Yes
27,92.2,,3,56.7,6.0,6833,3.7,No,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No
25,61.9,6.6,7,65.8,5.0,14969,8.1,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,No,Yes
19,75.9,8.1,2,80.2,2.0,10672,5.7,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No
28,81.1,7.2,7,57.1,1.0,13004,6.6,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,Yes
25,71.6,4.6,5,68.2,9.0,11928,5.5,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,Yes
21,66.2,7.7,2,72.1,10.0,7745,9.2,No,No,Yes,No,No,Yes,Yes,No,No,Yes,Yes
28,84.2,6.2,10,56.3,2.0,4821,6.3,Yes,Yes,Yes,No,No,No,Yes,Yes,No,No,Yes
23,61.0,5.7,6,58.1,2.0,4521,2.5,No,Yes,No,No,No,Yes,No,No,Yes,No,Yes
20,77.2,7.2,8,48.9,3.0,13820,5.0,Yes,No,No,Yes,No,No,Yes,No,No,Yes,No
21,74.9,4.8,3,89.3,,5216,5.4,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
22,70.1,8.7,1,64.5,1.0,5580,6.3,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
20,56.2,7.2,3,,1.0,7428,7.1,No,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No
24,70.8,6.3,8,62.1,,8385,3.5,No,No,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No
25,95.5,6.0,5,59.0,7.0,19004,5.5,No,Yes,No,Yes,Yes,No,No,No,No,No,No
22,82.3,7.0,6,55.0,2.0,17952,9.3,Yes,Yes,No,No,No,No,No,No,Yes,Yes,No
24,85.1,4.9,3,82.1,10.0,16370,4.2,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No
22,45.0,8.6,5,72.8,2.0,20355,6.9,No,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes
21,65.2,6.9,8,78.5,3.0,13332,4.5,No,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes
20,64.9,4.0,1,72.2,7.0,9548,4.4,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No
28,93.3,6.3,8,74.8,3.0,17496,5.6,No,Yes,,No,No,No,No,Yes,Yes,No,Yes
20,52.4,4.4,10,73.2,3.0,13258,7.2,Yes,Yes,Yes,No,No,No,No,No,No,Yes,Yes
26,56.1,6.1,7,61.8,8.0,14826,8.3,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
25,79.3,5.9,3,49.1,10.0,7166,5.3,Yes,No,No,No,No,No,No,Yes,No,No,No
22,76.4,5.9,8,72.9,1.0,15075,5.2,No,No,No,Yes,No,No,No,Yes,Yes,Yes,Yes
27,60.8,,6,59.8,4.0,9310,7.4,No,No,Yes,Yes,No,Yes,Yes,Yes,No,No,No
23,39.8,5.1,3,53.5,10.0,18886,5.1,Yes,No,No,No,No,No,Yes,Yes,Yes,No,Yes
22,62.6,5.1,2,,6.0,14417,2.5,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No
25,70.6,7.1,5,69.4,7.0,9308,4.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
23,89.2,,9,69.6,9.0,14176,3.2,No,No,No,Yes,Yes,No,No,No,Yes,Yes,No
27,,4.5,10,52.8,10.0,18415,5.1,No,No,No,Yes,No,No,Yes,No,No,No,No
26,72.6,5.6,3,71.7,5.0,17372,4.3,No,No,No,No,No,No,Yes,No,Yes,Yes,No
19,75.8,7.4,8,73.2,2.0,7030,6.8,Yes,Yes,No,No,Yes,Yes,No,No,Yes,Yes,Yes
17,63.1,7.4,2,64.4,8.0,16247,6.4,Yes,No,No,No,No,No,Yes,Yes,No,No,No
24,65.3,6.9,5,64.9,6.0,3357,3.3,Yes,No,No,No,No,Yes,No,Yes,Yes,No,Yes
19,69.5,5.8,9,82.8,2.0,8247,6.8,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,Yes
28,66.9,6.3,2,65.7,4.0,9568,4.5,No,No,No,No,Yes,Yes,No,No,No,Yes,No
27,88.6,8.6,4,82.5,4.0,4754,5.4,No,Yes,No,No,No,Yes,No,No,No,Yes,No
17,57.7,8.0,1,72.8,4.0,17343,7.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
23,73.8,4.7,2,67.2,1.0,12241,4.8,Yes,No,No,Yes,No,No,Yes,No,Yes,Yes,No
23,68.3,6.0,2,63.0,3.0,6456,5.2,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes
